id_licitacao,entidade,categoria,quantidade,preco_mercado,preco_estimado,preco_vencedor,numero_licitantes,bdi_percentual,numero_aditivos,historico_contratos,classe
LIC-2025-20187,Prefeitura Municipal de João Pessoa,Serviço de Limpeza,10,1725.2,1553.79,1650.41,4,0.1593,0,2,Não Fraudulenta
LIC-2025-20188,Departamento Estadual de Trânsito de Minas Gerais,Transporte Escolar,20,4098.38,4148.1,4315.35,4,0.177,0,1,Não Fraudulenta
LIC-2025-20189,Câmara Municipal de Recife,Transporte Escolar,5,3734.78,3947.59,4058.15,3,0.194,0,1,Não Fraudulenta
LIC-2025-20190,Departamento Estadual de Trânsito de Minas Gerais,Material de Escritório,5,35.53,36.23,40.84,5,0.2143,0,2,Não Fraudulenta
LIC-2025-20191,Universidade Federal da Paraíba,Transporte Escolar,10,4543.68,4438.11,4663.32,2,0.1862,0,0,Não Fraudulenta
LIC-2025-20192,Secretaria de Educação do Estado do Ceará,Material de Escritório,1,45.31,43.25,42.57,5,0.1759,0,2,Não Fraudulenta
LIC-2025-20193,Departamento Estadual de Trânsito de Minas Gerais,Transporte Escolar,50,3933.1,3919.7,5759.95,2,0.3644,0,3,Fraudulenta
LIC-2025-20194,Prefeitura Municipal de São Paulo,Serviço de Limpeza,5,1760.88,1816.16,1533.18,2,0.1782,0,0,Não Fraudulenta
LIC-2025-20195,Departamento Estadual de Trânsito de Minas Gerais,Serviço de Engenharia,100,161967.33,154579.99,159525.18,4,0.1565,0,0,Não Fraudulenta
LIC-2025-20196,Secretaria de Educação do Estado do Ceará,Medicamento,5,116.26,107.87,113.16,3,0.24,0,4,Não Fraudulenta
LIC-2025-20197,Governo do Estado de Pernambuco - Obras,Consultoria Técnica,10,13560.95,14186.98,12570.44,4,0.1698,0,2,Não Fraudulenta
LIC-2025-20198,Governo do Estado de Pernambuco - Obras,Serviço de Engenharia,10,152214.9,141597.81,140842.92,5,0.2061,0,0,Não Fraudulenta
LIC-2025-20199,Governo do Estado de Pernambuco - Obras,Material de Escritório,50,43.57,39.8,44.14,2,0.1958,0,0,Não Fraudulenta
LIC-2025-20200,Prefeitura Municipal de João Pessoa,Serviço de Limpeza,100,1823.98,1885.64,1775.7,4,0.2045,0,2,Não Fraudulenta
LIC-2025-20201,Câmara Municipal de Recife,Mobiliário,5,1003.06,943.15,902.16,3,0.2257,0,0,Não Fraudulenta
LIC-2025-20202,Universidade Federal da Paraíba,Serviço de Limpeza,50,1842.93,1979.52,1815.97,5,0.2272,0,0,Não Fraudulenta
LIC-2025-20203,Universidade Federal da Paraíba,Serviço de Engenharia,20,209463.85,211085.18,184672.15,4,0.2322,0,2,Não Fraudulenta
LIC-2025-20204,Governo do Estado da Bahia - Secretaria de Saúde,Equipamento de Informática,20,2287.14,2421.1,2379.48,4,0.1896,1,1,Não Fraudulenta
LIC-2025-20205,Prefeitura Municipal de São Paulo,Serviço de Engenharia,20,201114.82,193744.43,225619.25,3,0.2484,0,0,Não Fraudulenta
LIC-2025-20206,Governo do Estado de Pernambuco - Obras,Mobiliário,5,1041.84,1073.99,1023.19,4,0.1583,1,3,Não Fraudulenta
LIC-2025-20207,Governo do Estado de Pernambuco - Obras,Transporte Escolar,100,4268.67,4383.64,4757.77,3,0.1662,0,1,Não Fraudulenta
LIC-2025-20208,Universidade Federal da Paraíba,Transporte Escolar,50,4624.41,4235.41,4190.75,5,0.2319,0,1,Não Fraudulenta
LIC-2025-20209,Governo do Estado de Pernambuco - Obras,Transporte Escolar,20,4514.62,4477.84,4506.78,4,0.1835,0,2,Não Fraudulenta
LIC-2025-20210,Universidade Federal da Paraíba,Material de Escritório,10,34.27,33.23,36.83,4,0.2121,0,3,Não Fraudulenta
LIC-2025-20211,Prefeitura Municipal de São Paulo,Mobiliário,5,963.42,929.72,839.04,2,0.2356,0,1,Não Fraudulenta
LIC-2025-20212,Secretaria de Educação do Estado do Ceará,Serviço de Engenharia,20,193978.84,194469.79,177256.57,2,0.1804,0,5,Não Fraudulenta
LIC-2025-20213,Governo do Estado da Bahia - Secretaria de Saúde,Consultoria Técnica,100,16024.39,16218.09,28165.18,1,0.427,1,2,Fraudulenta
LIC-2025-20214,Prefeitura Municipal de São Paulo,Serviço de Engenharia,10,147025.78,154080.2,137323.73,5,0.1792,1,2,Não Fraudulenta
LIC-2025-20215,Prefeitura Municipal de João Pessoa,Consultoria Técnica,100,16360.03,15721.17,15287.73,5,0.1613,0,1,Não Fraudulenta
LIC-2025-20216,Governo do Estado da Bahia - Secretaria de Saúde,Consultoria Técnica,10,12074.42,11999.0,12430.7,3,0.18,0,0,Não Fraudulenta
LIC-2025-20217,Câmara Municipal de Recife,Consultoria Técnica,100,17113.58,17687.93,19127.69,2,0.1579,0,1,Não Fraudulenta
LIC-2025-20218,Secretaria de Educação do Estado do Ceará,Consultoria Técnica,20,17972.63,19251.19,15619.87,4,0.2099,0,0,Não Fraudulenta
LIC-2025-20219,Governo do Estado da Bahia - Secretaria de Saúde,Consultoria Técnica,100,16015.2,17069.92,16360.03,3,0.193,0,2,Não Fraudulenta
LIC-2025-20220,Governo do Estado de Pernambuco - Obras,Serviço de Limpeza,50,1563.76,1597.25,1606.78,4,0.1737,0,0,Não Fraudulenta
LIC-2025-20221,Universidade Federal da Paraíba,Serviço de Limpeza,10,1592.11,1640.58,1640.18,4,0.2006,0,0,Não Fraudulenta
LIC-2025-20222,Governo do Estado de Pernambuco - Obras,Serviço de Engenharia,10,170053.42,169117.9,257124.05,1,0.4452,0,2,Fraudulenta
LIC-2025-20223,Departamento Estadual de Trânsito de Minas Gerais,Consultoria Técnica,10,13241.96,13285.85,18619.93,1,0.2862,0,3,Fraudulenta
LIC-2025-20224,Prefeitura Municipal de João Pessoa,Serviço de Limpeza,10,1876.32,1837.67,3553.1,1,0.3387,1,4,Fraudulenta
LIC-2025-20225,Universidade Federal da Paraíba,Serviço de Limpeza,10,1532.53,1508.57,1719.93,4,0.2108,0,3,Não Fraudulenta
LIC-2025-20226,Câmara Municipal de Recife,Medicamento,20,82.05,78.07,154.5,2,0.2995,0,2,Fraudulenta
LIC-2025-20227,Prefeitura Municipal de João Pessoa,Material de Escritório,10,44.02,40.24,74.12,2,0.3937,1,2,Fraudulenta
LIC-2025-20228,Governo do Estado da Bahia - Secretaria de Saúde,Serviço de Engenharia,20,209756.66,214479.27,223850.61,2,0.2402,0,1,Não Fraudulenta
LIC-2025-20229,Secretaria de Educação do Estado do Ceará,Material de Escritório,1,38.75,37.16,39.65,2,0.1623,0,1,Não Fraudulenta
LIC-2025-20230,Universidade Federal da Paraíba,Mobiliário,20,1024.42,1063.86,1077.58,3,0.1806,0,2,Não Fraudulenta
LIC-2025-20231,Secretaria de Educação do Estado do Ceará,Transporte Escolar,50,4666.62,4602.21,4781.7,3,0.2101,0,1,Não Fraudulenta
LIC-2025-20232,Câmara Municipal de Recife,Consultoria Técnica,5,14583.18,13540.76,13908.9,2,0.1525,0,1,Não Fraudulenta
LIC-2025-20233,Secretaria de Educação do Estado do Ceará,Equipamento de Informática,5,2409.63,2318.65,2486.1,3,0.1718,1,2,Não Fraudulenta
LIC-2025-20234,Universidade Federal da Paraíba,Transporte Escolar,20,3244.06,3247.6,3131.37,2,0.1531,0,0,Não Fraudulenta
LIC-2025-20235,Secretaria de Educação do Estado do Ceará,Equipamento de Informática,1,2756.21,2733.35,3087.02,2,0.2456,0,4,Não Fraudulenta
LIC-2025-20236,Secretaria de Educação do Estado do Ceará,Consultoria Técnica,100,14336.89,14008.61,14514.99,2,0.2054,0,2,Não Fraudulenta
LIC-2025-20237,Prefeitura Municipal de São Paulo,Medicamento,10,90.37,84.85,151.28,1,0.4443,1,2,Fraudulenta
LIC-2025-20238,Departamento Estadual de Trânsito de Minas Gerais,Transporte Escolar,10,4201.97,4192.64,4824.51,5,0.2123,0,1,Não Fraudulenta
LIC-2025-20239,Secretaria de Educação do Estado do Ceará,Serviço de Engenharia,10,146841.09,146122.92,134847.83,5,0.2409,0,2,Não Fraudulenta
LIC-2025-20240,Governo do Estado de Pernambuco - Obras,Serviço de Engenharia,50,152987.1,161989.19,170294.1,5,0.1649,0,3,Não Fraudulenta
LIC-2025-20241,Departamento Estadual de Trânsito de Minas Gerais,Transporte Escolar,10,3657.25,3440.17,3532.77,3,0.1992,0,3,Não Fraudulenta
LIC-2025-20242,Governo do Estado de Pernambuco - Obras,Equipamento de Informática,50,2573.53,2808.26,2271.86,5,0.1939,0,1,Não Fraudulenta
LIC-2025-20243,Secretaria de Educação do Estado do Ceará,Medicamento,50,97.93,98.13,110.46,2,0.1977,0,2,Não Fraudulenta
LIC-2025-20244,Secretaria de Educação do Estado do Ceará,Material de Escritório,10,37.74,40.04,34.46,5,0.1509,1,2,Não Fraudulenta
LIC-2025-20245,Governo do Estado de Pernambuco - Obras,Material de Escritório,1,43.81,46.74,39.12,4,0.2269,0,3,Não Fraudulenta
LIC-2025-20246,Prefeitura Municipal de São Paulo,Transporte Escolar,20,3324.24,3262.77,2891.43,3,0.1611,0,1,Não Fraudulenta
LIC-2025-20247,Prefeitura Municipal de São Paulo,Mobiliário,100,908.13,871.73,1635.09,2,0.4002,0,0,Fraudulenta
LIC-2025-20248,Secretaria de Educação do Estado do Ceará,Material de Escritório,10,36.72,34.75,40.06,5,0.1905,1,1,Não Fraudulenta
LIC-2025-20249,Governo do Estado de Pernambuco - Obras,Material de Escritório,10,42.25,46.3,40.45,4,0.1623,1,1,Não Fraudulenta
LIC-2025-20250,Prefeitura Municipal de São Paulo,Serviço de Limpeza,20,1679.86,1535.99,1549.8,4,0.2323,0,1,Não Fraudulenta
LIC-2025-20251,Secretaria de Educação do Estado do Ceará,Medicamento,5,111.01,105.93,103.83,2,0.213,0,1,Não Fraudulenta
LIC-2025-20252,Universidade Federal da Paraíba,Consultoria Técnica,1,15066.77,13701.27,16002.31,2,0.2339,0,0,Não Fraudulenta
LIC-2025-20253,Câmara Municipal de Recife,Medicamento,50,92.65,85.27,86.27,4,0.1813,0,3,Não Fraudulenta
LIC-2025-20254,Secretaria de Educação do Estado do Ceará,Serviço de Limpeza,100,1337.15,1387.16,1292.08,4,0.2204,0,0,Não Fraudulenta
LIC-2025-20255,Secretaria de Educação do Estado do Ceará,Serviço de Limpeza,50,1706.49,1865.55,1937.26,4,0.1798,0,2,Não Fraudulenta
LIC-2025-20256,Prefeitura Municipal de João Pessoa,Consultoria Técnica,10,17740.8,17742.22,17515.67,2,0.1869,0,0,Não Fraudulenta
LIC-2025-20257,Prefeitura Municipal de São Paulo,Equipamento de Informática,50,2416.5,2572.21,2207.71,4,0.1972,1,0,Não Fraudulenta
LIC-2025-20258,Câmara Municipal de Recife,Serviço de Engenharia,20,187758.15,180071.39,360741.95,2,0.3337,1,2,Fraudulenta
LIC-2025-20259,Prefeitura Municipal de João Pessoa,Equipamento de Informática,50,2287.41,2226.92,3406.43,1,0.3255,1,0,Fraudulenta
LIC-2025-20260,Prefeitura Municipal de São Paulo,Serviço de Engenharia,10,168288.88,152110.52,291293.6,1,0.3487,1,1,Fraudulenta
LIC-2025-20261,Universidade Federal da Paraíba,Equipamento de Informática,20,2963.5,2974.78,2796.24,4,0.2273,0,1,Não Fraudulenta
LIC-2025-20262,Governo do Estado da Bahia - Secretaria de Saúde,Serviço de Engenharia,1,199451.39,211703.91,321608.64,1,0.3299,1,2,Fraudulenta
LIC-2025-20263,Governo do Estado da Bahia - Secretaria de Saúde,Consultoria Técnica,1,13798.8,14202.99,15235.51,2,0.2399,0,2,Não Fraudulenta
LIC-2025-20264,Prefeitura Municipal de João Pessoa,Serviço de Engenharia,10,148730.03,140646.12,148019.56,4,0.1974,0,6,Não Fraudulenta
LIC-2025-20265,Governo do Estado de Pernambuco - Obras,Serviço de Limpeza,10,1424.24,1337.6,2703.11,2,0.3783,0,4,Fraudulenta
LIC-2025-20266,Câmara Municipal de Recife,Material de Escritório,10,46.68,44.72,52.14,4,0.1562,0,0,Não Fraudulenta
LIC-2025-20267,Prefeitura Municipal de João Pessoa,Material de Escritório,20,39.16,36.3,39.51,2,0.2001,0,0,Não Fraudulenta
LIC-2025-20268,Departamento Estadual de Trânsito de Minas Gerais,Mobiliário,10,1010.51,1002.36,990.14,2,0.1666,0,0,Não Fraudulenta
LIC-2025-20269,Prefeitura Municipal de São Paulo,Serviço de Limpeza,1,1819.94,1995.09,2013.1,2,0.2461,0,5,Não Fraudulenta
LIC-2025-20270,Secretaria de Educação do Estado do Ceará,Transporte Escolar,10,4149.7,3795.38,4748.72,2,0.2293,1,5,Não Fraudulenta
LIC-2025-20271,Universidade Federal da Paraíba,Mobiliário,20,978.6,929.15,1027.51,2,0.2065,0,1,Não Fraudulenta
LIC-2025-20272,Universidade Federal da Paraíba,Mobiliário,1,848.53,920.86,882.73,2,0.1822,0,1,Não Fraudulenta
LIC-2025-20273,Departamento Estadual de Trânsito de Minas Gerais,Mobiliário,10,730.5,727.71,646.89,3,0.1898,1,1,Não Fraudulenta
LIC-2025-20274,Prefeitura Municipal de São Paulo,Medicamento,50,94.87,92.83,106.78,5,0.2077,0,1,Não Fraudulenta
LIC-2025-20275,Secretaria de Educação do Estado do Ceará,Medicamento,20,94.34,97.3,85.61,5,0.1602,0,0,Não Fraudulenta
LIC-2025-20276,Prefeitura Municipal de João Pessoa,Medicamento,1,81.44,76.15,76.13,5,0.2082,0,1,Não Fraudulenta
LIC-2025-20277,Prefeitura Municipal de São Paulo,Transporte Escolar,50,3651.99,3544.66,4141.13,5,0.1919,0,1,Não Fraudulenta
LIC-2025-20278,Governo do Estado de Pernambuco - Obras,Mobiliário,10,932.81,874.25,1032.16,2,0.1571,0,2,Não Fraudulenta
LIC-2025-20279,Secretaria de Educação do Estado do Ceará,Medicamento,50,113.43,109.62,122.66,4,0.1652,1,1,Não Fraudulenta
LIC-2025-20280,Governo do Estado de Pernambuco - Obras,Material de Escritório,10,32.6,30.17,27.71,3,0.2023,0,1,Não Fraudulenta
LIC-2025-20281,Secretaria de Educação do Estado do Ceará,Material de Escritório,10,36.86,34.87,73.11,2,0.3181,1,3,Fraudulenta
LIC-2025-20282,Departamento Estadual de Trânsito de Minas Gerais,Consultoria Técnica,10,16275.73,17306.89,15645.57,5,0.2307,1,1,Não Fraudulenta
LIC-2025-20283,Governo do Estado de Pernambuco - Obras,Transporte Escolar,20,4257.62,3898.67,4524.98,2,0.2281,0,1,Não Fraudulenta
LIC-2025-20284,Departamento Estadual de Trânsito de Minas Gerais,Medicamento,10,104.06,99.83,112.15,2,0.2014,0,2,Não Fraudulenta
LIC-2025-20285,Universidade Federal da Paraíba,Mobiliário,20,977.16,969.68,1034.21,4,0.2362,0,1,Não Fraudulenta
LIC-2025-20286,Departamento Estadual de Trânsito de Minas Gerais,Consultoria Técnica,10,14013.66,15354.84,14859.4,4,0.2062,1,1,Não Fraudulenta
LIC-2025-20287,Universidade Federal da Paraíba,Consultoria Técnica,5,16717.23,17501.08,14335.99,4,0.1511,0,2,Não Fraudulenta
LIC-2025-20288,Secretaria de Educação do Estado do Ceará,Medicamento,50,112.69,113.74,97.53,3,0.2218,1,0,Não Fraudulenta
LIC-2025-20289,Prefeitura Municipal de São Paulo,Consultoria Técnica,50,15316.24,14999.36,32045.2,1,0.3327,0,4,Fraudulenta
LIC-2025-20290,Câmara Municipal de Recife,Material de Escritório,20,45.33,49.01,87.9,1,0.3733,0,2,Fraudulenta
LIC-2025-20291,Governo do Estado de Pernambuco - Obras,Serviço de Engenharia,10,196754.33,192997.4,398822.58,1,0.3536,1,1,Fraudulenta
LIC-2025-20292,Câmara Municipal de Recife,Serviço de Limpeza,10,1884.45,1937.87,1959.23,2,0.1918,0,0,Não Fraudulenta
LIC-2025-20293,Câmara Municipal de Recife,Serviço de Limpeza,10,1456.84,1437.03,1267.82,3,0.1679,1,0,Não Fraudulenta
LIC-2025-20294,Departamento Estadual de Trânsito de Minas Gerais,Equipamento de Informática,10,2737.88,2849.89,2611.82,3,0.1764,0,1,Não Fraudulenta
LIC-2025-20295,Universidade Federal da Paraíba,Mobiliário,10,956.43,1046.05,835.05,2,0.2451,0,0,Não Fraudulenta
LIC-2025-20296,Universidade Federal da Paraíba,Transporte Escolar,20,4197.84,4322.52,3587.19,5,0.1751,0,2,Não Fraudulenta
LIC-2025-20297,Governo do Estado de Pernambuco - Obras,Serviço de Engenharia,10,187032.12,200726.45,164919.64,2,0.2445,0,1,Não Fraudulenta
LIC-2025-20298,Governo do Estado de Pernambuco - Obras,Consultoria Técnica,20,16206.84,16790.65,13850.66,3,0.1753,0,3,Não Fraudulenta
LIC-2025-20299,Governo do Estado de Pernambuco - Obras,Equipamento de Informática,20,2977.01,2739.98,5200.44,1,0.4072,2,2,Fraudulenta
LIC-2025-20300,Prefeitura Municipal de João Pessoa,Serviço de Limpeza,50,1285.79,1308.79,1338.9,2,0.2214,0,0,Não Fraudulenta
LIC-2025-20301,Universidade Federal da Paraíba,Transporte Escolar,50,4381.96,3955.81,4006.52,3,0.1748,0,2,Não Fraudulenta
LIC-2025-20302,Universidade Federal da Paraíba,Serviço de Limpeza,20,1331.94,1452.21,1453.85,4,0.2433,0,0,Não Fraudulenta
LIC-2025-20303,Câmara Municipal de Recife,Consultoria Técnica,20,16457.29,17240.39,14326.69,3,0.2421,0,1,Não Fraudulenta
LIC-2025-20304,Câmara Municipal de Recife,Transporte Escolar,10,4632.55,4786.78,4569.1,4,0.1748,0,1,Não Fraudulenta
LIC-2025-20305,Câmara Municipal de Recife,Medicamento,20,117.45,107.21,110.13,3,0.1522,0,1,Não Fraudulenta
LIC-2025-20306,Governo do Estado de Pernambuco - Obras,Serviço de Limpeza,20,1873.35,1725.5,1822.58,4,0.176,0,0,Não Fraudulenta
LIC-2025-20307,Departamento Estadual de Trânsito de Minas Gerais,Serviço de Limpeza,5,1398.81,1444.75,1530.63,4,0.161,0,1,Não Fraudulenta
LIC-2025-20308,Universidade Federal da Paraíba,Mobiliário,20,912.8,886.67,1002.77,4,0.1808,1,2,Não Fraudulenta
LIC-2025-20309,Universidade Federal da Paraíba,Medicamento,20,117.64,126.49,201.66,1,0.3655,0,7,Fraudulenta
LIC-2025-20310,Prefeitura Municipal de João Pessoa,Material de Escritório,20,34.87,36.22,30.87,2,0.1502,0,2,Não Fraudulenta
LIC-2025-20311,Universidade Federal da Paraíba,Serviço de Engenharia,5,145377.29,135658.77,134104.89,3,0.1605,0,2,Não Fraudulenta
LIC-2025-20312,Governo do Estado de Pernambuco - Obras,Serviço de Limpeza,5,1530.26,1448.91,1741.37,4,0.2057,0,1,Não Fraudulenta
LIC-2025-20313,Departamento Estadual de Trânsito de Minas Gerais,Mobiliário,20,972.77,908.9,947.08,5,0.2131,0,0,Não Fraudulenta
LIC-2025-20314,Universidade Federal da Paraíba,Serviço de Limpeza,20,1355.01,1310.89,2647.23,1,0.3466,1,2,Fraudulenta
LIC-2025-20315,Universidade Federal da Paraíba,Medicamento,1,111.71,102.08,113.74,4,0.2189,0,0,Não Fraudulenta
LIC-2025-20316,Governo do Estado da Bahia - Secretaria de Saúde,Serviço de Limpeza,50,1622.82,1731.91,1789.97,3,0.1834,0,1,Não Fraudulenta
LIC-2025-20317,Prefeitura Municipal de São Paulo,Material de Escritório,50,46.12,45.81,78.88,2,0.4333,0,0,Fraudulenta
LIC-2025-20318,Departamento Estadual de Trânsito de Minas Gerais,Equipamento de Informática,50,2389.4,2409.36,2078.7,4,0.1574,0,3,Não Fraudulenta
LIC-2025-20319,Prefeitura Municipal de São Paulo,Serviço de Limpeza,10,1420.87,1378.39,1237.03,3,0.1964,0,2,Não Fraudulenta
LIC-2025-20320,Governo do Estado da Bahia - Secretaria de Saúde,Consultoria Técnica,10,15970.11,15918.97,32636.45,2,0.3732,0,6,Fraudulenta
LIC-2025-20321,Prefeitura Municipal de João Pessoa,Equipamento de Informática,20,2620.47,2747.43,2380.68,5,0.225,1,2,Não Fraudulenta
LIC-2025-20322,Departamento Estadual de Trânsito de Minas Gerais,Consultoria Técnica,50,15472.84,15882.53,15351.79,4,0.1771,0,1,Não Fraudulenta
LIC-2025-20323,Governo do Estado de Pernambuco - Obras,Consultoria Técnica,10,14549.11,15735.85,13186.97,2,0.2196,0,3,Não Fraudulenta
LIC-2025-20324,Câmara Municipal de Recife,Material de Escritório,20,36.22,39.4,34.31,3,0.1691,0,0,Não Fraudulenta
LIC-2025-20325,Prefeitura Municipal de São Paulo,Serviço de Limpeza,20,1449.37,1496.32,1570.26,4,0.1688,0,1,Não Fraudulenta
LIC-2025-20326,Governo do Estado de Pernambuco - Obras,Mobiliário,10,731.21,696.05,1537.99,1,0.3747,0,4,Fraudulenta
LIC-2025-20327,Prefeitura Municipal de João Pessoa,Transporte Escolar,100,4793.85,5105.85,4432.89,3,0.1567,0,2,Não Fraudulenta
LIC-2025-20328,Governo do Estado de Pernambuco - Obras,Mobiliário,50,1028.89,1131.29,887.01,3,0.163,0,1,Não Fraudulenta
LIC-2025-20329,Prefeitura Municipal de São Paulo,Material de Escritório,20,37.0,38.14,31.61,4,0.2124,0,0,Não Fraudulenta
LIC-2025-20330,Governo do Estado da Bahia - Secretaria de Saúde,Serviço de Limpeza,50,1676.5,1697.76,1859.79,3,0.2081,1,2,Não Fraudulenta
LIC-2025-20331,Prefeitura Municipal de João Pessoa,Serviço de Engenharia,10,160479.03,163587.57,181139.4,3,0.2028,0,5,Não Fraudulenta
LIC-2025-20332,Prefeitura Municipal de João Pessoa,Transporte Escolar,5,3927.62,4064.92,3778.12,5,0.1667,0,3,Não Fraudulenta
LIC-2025-20333,Universidade Federal da Paraíba,Transporte Escolar,5,4217.5,4301.26,4477.05,3,0.2168,0,0,Não Fraudulenta
LIC-2025-20334,Governo do Estado de Pernambuco - Obras,Consultoria Técnica,1,16674.62,17040.45,18366.2,4,0.2461,0,1,Não Fraudulenta
LIC-2025-20335,Departamento Estadual de Trânsito de Minas Gerais,Transporte Escolar,5,4116.17,3932.6,4218.9,3,0.1855,0,0,Não Fraudulenta
LIC-2025-20336,Departamento Estadual de Trânsito de Minas Gerais,Equipamento de Informática,10,2084.57,2129.12,2324.03,4,0.1711,1,1,Não Fraudulenta
LIC-2025-20337,Prefeitura Municipal de João Pessoa,Serviço de Engenharia,50,164629.41,174594.11,141417.95,5,0.2123,1,2,Não Fraudulenta
LIC-2025-20338,Universidade Federal da Paraíba,Serviço de Limpeza,10,1322.89,1448.66,1462.8,5,0.1585,0,0,Não Fraudulenta
LIC-2025-20339,Prefeitura Municipal de João Pessoa,Material de Escritório,10,35.67,35.45,31.4,2,0.1647,1,3,Não Fraudulenta
LIC-2025-20340,Universidade Federal da Paraíba,Material de Escritório,50,37.22,35.73,33.08,3,0.1855,0,0,Não Fraudulenta
LIC-2025-20341,Prefeitura Municipal de João Pessoa,Material de Escritório,10,44.94,41.77,49.86,2,0.1583,0,1,Não Fraudulenta
LIC-2025-20342,Prefeitura Municipal de São Paulo,Transporte Escolar,50,3419.44,3474.63,3054.32,4,0.1774,0,0,Não Fraudulenta
LIC-2025-20343,Governo do Estado de Pernambuco - Obras,Consultoria Técnica,20,13838.78,14731.05,24008.7,1,0.4033,1,4,Fraudulenta
LIC-2025-20344,Departamento Estadual de Trânsito de Minas Gerais,Equipamento de Informática,50,2989.45,3222.34,2716.06,3,0.2242,0,2,Não Fraudulenta
